title,url,test_type,raw_text,text
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 18 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 18 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Skills Assessments that Predict On-the-job Success,https://www.shl.com/products/assessments/job-focused-assessments/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Job-Focused Assessments Speak to Our Experts SHL’s Job-Focused Assessments predict job success by evaluating key hard and soft skills tailored to specific roles. Applicants take a short, engaging assessment relevant to the job and you gain a comprehensive view of candidates' role readiness, team fit and future potential. Fast and accurate measurement of job-relevant skills using patented Apta technology. Get a well-rounded view of each candidate’s level of potential, readiness, and fit through one single assessment. Job-Focused Assessments utilize Apta, a direct measure of observable competency behaviors linked to performance, which has been proven to reduce faking and impression management. Attract best-fit talent with skills assessments that are directly related to the role they are applying for. Measure the skills and competencies that matter most to any specific job or role level. Pre-packaged assessments to ensure quick deployment. Select candidates based on the skills they possess or ability and desire to grow, without relying on past experience and formal qualifications. Unlock the full potential of your hiring process through SHL’s hiring solution packages, which all include job-focused assessments. Evaluate the essential skills for any role and beyond, while providing candidates with a memorable and intuitive experience. Identify candidates who excel in delivering exceptional customer service and issue resolution. Spot candidates who meet high customer expectations and thrive in uncertain environments. Find top talent for roles that demand high-quality, safe, and reliable work. Select candidates with the ability to learn quickly to build a future-ready talent pipeline. Evaluate today’s critical and measure reskilling potential across various individual contributor roles. Identify managerial skills, potential, and reskilling ability to support the ever-changing demands of people management. Companies using SHL’s Job-Focused Assessments report significant improvements. 40% less likely to hire tardy production workers 40% more likely to acquire new customers through contact center agents 73% more capable of handling difficult customers through service reps 66% more likely to achieve top sales performance ratings Objectively measure the right skills across your recruitment process, whatever the role. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Job-Focused Assessments Speak to Our Experts SHL’s Job-Focused Assessments predict job success by evaluating key hard and soft skills tailored to specific roles. Applicants take a short, engaging assessment relevant to the job and you gain a comprehensive view of candidates' role readiness, team fit and future potential. Fast and accurate measurement of job-relevant skills using patented Apta technology. Get a well-rounded view of each candidate’s level of potential, readiness, and fit through one single assessment. Job-Focused Assessments utilize Apta, a direct measure of observable competency behaviors linked to performance, which has been proven to reduce faking and impression management. Attract best-fit talent with skills assessments that are directly related to the role they are applying for. Measure the skills and competencies that matter most to any specific job or role level. Pre-packaged assessments to ensure quick deployment. Select candidates based on the skills they possess or ability and desire to grow, without relying on past experience and formal qualifications. Unlock the full potential of your hiring process through SHL’s hiring solution packages, which all include job-focused assessments. Evaluate the essential skills for any role and beyond, while providing candidates with a memorable and intuitive experience. Identify candidates who excel in delivering exceptional customer service and issue resolution. Spot candidates who meet high customer expectations and thrive in uncertain environments. Find top talent for roles that demand high-quality, safe, and reliable work. Select candidates with the ability to learn quickly to build a future-ready talent pipeline. Evaluate today’s critical and measure reskilling potential across various individual contributor roles. Identify managerial skills, potential, and reskilling ability to support the ever-changing demands of people management. Companies using SHL’s Job-Focused Assessments report significant improvements. 40% less likely to hire tardy production workers 40% more likely to acquire new customers through contact center agents 73% more capable of handling difficult customers through service reps 66% more likely to achieve top sales performance ratings Objectively measure the right skills across your recruitment process, whatever the role. Book a Demo SHL and its affiliates. All rights reserved."
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Test Type: C Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Indonesian Sample Report Italian Sample Report Spanish Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Test Type: C Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Indonesian Sample Report Italian Sample Report Spanish Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Assess Agents in a Real Contact Center Environment,https://www.shl.com/products/assessments/skills-and-simulations/call-center-simulations/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Skills & Simulations Speak With Our Team SHL Insights SHL reduced the hiring of agents with a First Call Rate (FCR) below an acceptable threshold for one customer by 65%. We also helped them increase CSAT score by 32% by identifying highly skilled customer service representatives. SHL Contact Center simulations are proven to help reduce time to hire by over 60%. Candidates immerse themselves in the role of a contact center agent, either listening to a simulated call or interacting with a chat simulation, to help customers using a realistic contact center system. Measure critical customer service skills including: Choose our ready-to-deploy simulations available for multiple roles. Contact Center job simulations are available for multiple industries, such as: Choose to tailor one for your industry and needs. With our platform of pre-configured talent acquisition and talent management solutions, maximize the potential of your company’s greatest asset—your people. See Our Solutions SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Skills & Simulations Speak With Our Team SHL Insights SHL reduced the hiring of agents with a First Call Rate (FCR) below an acceptable threshold for one customer by 65%. We also helped them increase CSAT score by 32% by identifying highly skilled customer service representatives. SHL Contact Center simulations are proven to help reduce time to hire by over 60%. Candidates immerse themselves in the role of a contact center agent, either listening to a simulated call or interacting with a chat simulation, to help customers using a realistic contact center system. Measure critical customer service skills including: Choose our ready-to-deploy simulations available for multiple roles. Contact Center job simulations are available for multiple industries, such as: Choose to tailor one for your industry and needs. With our platform of pre-configured talent acquisition and talent management solutions, maximize the potential of your company’s greatest asset—your people. See Our Solutions SHL and its affiliates. All rights reserved."
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 7 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 7 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 17 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 17 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 16 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 16 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service. Entry-Level, English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada), Approximate Completion Time in minutes = 35 Test Type: B P S Remote Testing: Detailed Report English International Development Report English International Interview Report English International Factsheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service. Entry-Level, English (USA), Latin American Spanish, English (Australia), English International, Chinese Simplified, Spanish, German, Dutch, Italian, French, Portuguese (Brazil), French (Canada), Approximate Completion Time in minutes = 35 Test Type: B P S Remote Testing: Detailed Report English International Development Report English International Interview Report English International Factsheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager, Test Type: C Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Indonesian Sample Report Italian Sample Report Spanish Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager, Test Type: C Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Indonesian Sample Report Italian Sample Report Spanish Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Management Scenarios Narrative Report: A participant focused report that contains; - Management Scenarios profile - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Candidate Report: A report to share with the candidate that contains: - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Test Type: B Remote Testing: Sample Report English International Sample Report German Sample Report Italian Sample Report Romanian Sample Report Russian Sample Report Turkish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Management Scenarios Narrative Report: A participant focused report that contains; - Management Scenarios profile - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Candidate Report: A report to share with the candidate that contains: - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades. Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Test Type: B Remote Testing: Sample Report English International Sample Report German Sample Report Italian Sample Report Romanian Sample Report Russian Sample Report Turkish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen. Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 20 Test Type: A K S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen. Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 20 Test Type: A K S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. Potential job titles that use this solution include: Machining and Equipment Operators, Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders. Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager, English International, French, English (USA), Chinese Simplified, Italian, Japanese, Latin American Spanish, German, Approximate Completion Time in minutes = 16 Test Type: P Remote Testing: Fact Sheet English (USA) Sample Report (Candidate) English (USA) Sample Report (Detailed) English (USA) Sample Report (Interview) English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. Potential job titles that use this solution include: Machining and Equipment Operators, Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders. Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager, English International, French, English (USA), Chinese Simplified, Italian, Japanese, Latin American Spanish, German, Approximate Completion Time in minutes = 16 Test Type: P Remote Testing: Fact Sheet English (USA) Sample Report (Candidate) English (USA) Sample Report (Detailed) English (USA) Sample Report (Interview) English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of how to use GIT for version control. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 13 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of how to use GIT for version control. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 13 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 5 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 5 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 30 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 30 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 15 Test Type: S Remote Testing: Product Flyer English (USA) Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 15 Test Type: S Remote Testing: Product Flyer English (USA) Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options DSI v1.1 Interpretation Report Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian, Test Type: P Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Chinese Traditional Sample Report Chinese Simplified Sample Report Danish Sample Report Dutch Sample Report Finnish Sample Report French Sample Report German Sample Report Italian Sample Report Norwegian Sample Report Polish Sample Report Romanian Sample Report Russian Sample Report Swedish Sample Report Icelandic Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options DSI v1.1 Interpretation Report Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian, Test Type: P Remote Testing: Sample Report English International Sample Report Latin American Spanish Sample Report English (USA) Sample Report Chinese Traditional Sample Report Chinese Simplified Sample Report Danish Sample Report Dutch Sample Report Finnish Sample Report French Sample Report German Sample Report Italian Sample Report Norwegian Sample Report Polish Sample Report Romanian Sample Report Russian Sample Report Swedish Sample Report Icelandic Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
